,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
217,49.0,7.898654169668588,-75.93952870472722,9.605052190471786,6.717064953496566,28.088834764831844,51.0,186.93367346938774,219.0
218,33.5,6.530966601401967,20.48497689709139,8.363237960887034,5.360900456597383,24.192388155425117,73.0,191.21641791044777,221.0
219,19.0,4.918490759365935,-78.32056949526006,5.558838720500779,4.584948173381185,16.27817459305202,67.0,181.89473684210526,232.0
220,93.0,10.881694613449236,-51.187556776270775,13.033777046107968,9.523273868330307,43.9558441227157,50.0,196.43010752688173,226.0
221,79.75,10.076748170547344,-10.328034040810465,10.779858040487232,9.982158226921179,37.10965004500315,65.0,198.38244514106583,221.0
222,16.0,4.51351666838205,-72.3284297074301,6.176518889882186,4.36494706043825,17.485281374238568,52.0,174.625,234.0
223,158.25,14.194722891072566,23.98768331980588,16.282347056447463,12.556197989647703,53.76955262170047,27.0,196.45339652448658,224.0
224,175.25,14.93771167933152,-44.06588558416365,17.481528875071348,13.252875221022943,55.85533905932737,58.0,204.8944365192582,232.0
225,53.5,8.253382073025046,-76.93261947325023,8.841143013953472,7.926890166312826,29.727922061357855,39.0,184.15420560747663,221.0
226,257.25,18.098090310392436,-21.47345307910012,21.042287845303154,16.185224875108347,71.8761543394987,1.0,198.15937803692907,224.0
227,141.5,13.422495877444907,-78.14844109883764,13.803938745245697,13.170952882622238,46.748737341529164,67.0,206.46113074204948,235.0
